Daily Dashboard
"October 1, 2024 - October 26, 2025"
Day,Campaign,Campaign status,Currency code,Cost,Avg. CPM,CTR
2025-01-07,DISPLAY-Remarketing,Paused,INR,525.76,75.20,1.23%
2025-01-07,TOF - Display New Customer,Paused,INR,321.16,47.91,0.79%
2025-01-08,Brand-Search,Eligible,INR,4884.60,21330.13,31.00%
2025-01-08,Pmax_Rings,Paused,INR,1608.69,110.79,1.37%
2025-01-08,Pmax_Earrings,Paused,INR,1119.83,133.54,1.51%
2025-01-08,BOF-YT-ALL PRODUCTS,Removed,INR,607.68,16.88,5.20%
2025-01-08,Pmax_necklaces,Paused,INR,2209.20,134.18,1.49%
2025-01-08,DISPLAY-Remarketing,Paused,INR,490.06,114.77,1.17%
2025-01-08,TOF - Display New Customer,Paused,INR,323.47,28.85,0.87%
2025-01-09,Brand-Search,Eligible,INR,3209.93,16377.19,23.98%
2025-01-09,Pmax_Rings,Paused,INR,2232.55,170.66,1.58%
2025-01-09,Pmax_Earrings,Paused,INR,555.14,72.38,1.23%
2025-01-09,BOF-YT-ALL PRODUCTS,Removed,INR,610.28,18.63,4.44%
2025-01-09,Pmax_necklaces,Paused,INR,1470.31,81.72,1.60%
2025-01-09,DISPLAY-Remarketing,Paused,INR,540.39,57.49,1.63%
2025-01-09,TOF - Display New Customer,Paused,INR,274.01,15.12,0.84%
2025-01-10,Brand-Search,Eligible,INR,9118.19,53012.73,40.12%
2025-01-10,Pmax_Rings,Paused,INR,2608.43,150.15,1.61%
2025-01-10,Pmax_Earrings,Paused,INR,588.33,62.13,1.37%
2025-01-10,BOF-YT-ALL PRODUCTS,Removed,INR,612.15,19.82,5.54%
2025-01-10,Pmax_necklaces,Paused,INR,2135.78,180.48,1.56%
2025-01-10,DISPLAY-Remarketing,Paused,INR,505.58,56.95,1.68%
2025-01-10,TOF - Display New Customer,Paused,INR,326.78,17.86,1.01%
2025-01-11,Brand-Search,Eligible,INR,3421.13,17366.13,36.04%
2025-01-11,Pmax_Rings,Paused,INR,1452.49,85.06,1.54%
2025-01-11,Pmax_Earrings,Paused,INR,1367.48,177.32,1.47%
2025-01-11,BOF-YT-ALL PRODUCTS,Removed,INR,609.53,22.53,6.06%
2025-01-11,Pmax_necklaces,Paused,INR,1721.08,97.83,1.65%
2025-01-11,DISPLAY-Remarketing,Paused,INR,498.54,61.88,2.12%
2025-01-11,TOF - Display New Customer,Paused,INR,321.99,19.54,1.06%
2025-01-12,Brand-Search,Eligible,INR,1425.33,7874.73,38.12%
2025-01-12,Pmax_Rings,Paused,INR,1721.73,113.97,1.89%
2025-01-12,Pmax_Earrings,Paused,INR,486.73,95.76,1.61%
2025-01-12,BOF-YT-ALL PRODUCTS,Removed,INR,605.87,21.87,6.36%
2025-01-12,Pmax_necklaces,Paused,INR,1662.42,84.29,1.54%
2025-01-12,DISPLAY-Remarketing,Paused,INR,525.99,73.13,2.89%
2025-01-12,TOF - Display New Customer,Paused,INR,308.50,25.09,1.18%
2025-01-13,Brand-Search,Eligible,INR,6431.04,37173.65,36.99%
2025-01-13,Pmax_Rings,Paused,INR,1214.33,75.04,1.44%
2025-01-13,Pmax_Earrings,Paused,INR,774.90,138.80,1.52%
2025-01-13,BOF-YT-ALL PRODUCTS,Removed,INR,599.83,25.10,6.01%
2025-01-13,Pmax_necklaces,Paused,INR,2606.85,179.61,1.48%
2025-01-13,DISPLAY-Remarketing,Paused,INR,496.60,67.04,2.03%
2025-01-13,TOF - Display New Customer,Paused,INR,317.56,18.39,1.03%
2025-01-14,Brand-Search,Eligible,INR,2612.67,18270.41,31.47%
2025-01-14,Pmax_Rings,Paused,INR,1202.20,82.24,1.32%
2025-01-14,Pmax_Earrings,Paused,INR,329.01,96.48,1.35%
2025-01-14,BOF-YT-ALL PRODUCTS,Removed,INR,606.41,25.63,6.84%
2025-01-14,Pmax_necklaces,Paused,INR,1980.81,112.78,1.42%
2025-01-14,DISPLAY-Remarketing,Paused,INR,493.27,67.98,2.25%
2025-01-14,TOF - Display New Customer,Paused,INR,250.19,23.97,1.37%
2025-01-15,Brand-Search,Eligible,INR,4322.27,24419.58,35.59%
2025-01-15,Pmax_Rings,Paused,INR,2134.66,132.98,1.64%
2025-01-15,Pmax_Earrings,Paused,INR,368.51,86.24,1.66%
2025-01-15,BOF-YT-ALL PRODUCTS,Removed,INR,594.92,25.10,6.61%
2025-01-15,Pmax_necklaces,Paused,INR,2145.22,123.63,1.71%
2025-01-15,DISPLAY-Remarketing,Paused,INR,508.30,42.23,1.94%
2025-01-15,TOF - Display New Customer,Paused,INR,308.97,16.96,0.99%
2025-01-16,Brand-Search,Eligible,INR,1593.38,8901.59,26.26%
2025-01-16,Pmax_Rings,Paused,INR,1950.23,125.32,1.47%
2025-01-16,Pmax_Earrings,Paused,INR,710.62,139.23,1.33%
2025-01-16,BOF-YT-ALL PRODUCTS,Removed,INR,595.97,28.08,5.48%
2025-01-16,Pmax_necklaces,Paused,INR,2178.44,166.98,1.58%
2025-01-16,DISPLAY-Remarketing,Paused,INR,486.71,105.19,2.16%
2025-01-16,TOF - Display New Customer,Paused,INR,289.22,14.30,1.04%
2025-01-17,Brand-Search,Eligible,INR,2042.75,12847.48,38.36%
2025-01-17,Pmax_Rings,Paused,INR,1990.99,115.88,1.27%
2025-01-17,Pmax_Earrings,Paused,INR,738.83,151.62,1.31%
2025-01-17,BOF-YT-ALL PRODUCTS,Removed,INR,594.99,30.32,5.04%
2025-01-17,Pmax_necklaces,Paused,INR,2079.45,147.72,1.45%
2025-01-17,DISPLAY-Remarketing,Paused,INR,459.53,57.32,2.12%
2025-01-17,TOF - Display New Customer,Paused,INR,295.00,19.50,0.82%
2025-01-18,Brand-Search,Eligible,INR,3615.79,19651.06,29.89%
2025-01-18,Pmax_Rings,Paused,INR,2336.63,134.30,1.56%
2025-01-18,Pmax_Earrings,Paused,INR,645.83,112.08,1.46%
2025-01-18,BOF-YT-ALL PRODUCTS,Removed,INR,592.62,26.59,5.55%
2025-01-18,Pmax_necklaces,Paused,INR,1911.79,109.71,1.45%
2025-01-18,DISPLAY-Remarketing,Paused,INR,488.80,124.63,1.91%
2025-01-18,TOF - Display New Customer,Paused,INR,283.67,22.11,1.20%
2025-01-19,Brand-Search,Eligible,INR,1191.17,6336.03,32.45%
2025-01-19,Pmax_Rings,Paused,INR,1656.64,87.24,1.47%
2025-01-19,Pmax_Earrings,Paused,INR,2130.57,299.19,1.94%
2025-01-19,BOF-YT-ALL PRODUCTS,Removed,INR,588.74,31.61,5.86%
2025-01-19,Pmax_necklaces,Paused,INR,2468.82,247.63,1.34%
2025-01-19,DISPLAY-Remarketing,Paused,INR,502.51,87.15,2.32%
2025-01-19,TOF - Display New Customer,Paused,INR,305.26,18.50,1.01%
2025-01-20,Brand-Search,Eligible,INR,4582.29,23620.04,24.23%
2025-01-20,Pmax_Rings,Paused,INR,2402.56,112.82,1.47%
2025-01-20,Pmax_Earrings,Paused,INR,847.26,131.85,0.96%
2025-01-20,BOF-YT-ALL PRODUCTS,Removed,INR,590.79,27.13,5.57%
2025-01-20,Pmax_necklaces,Paused,INR,1437.97,110.96,1.30%
2025-01-20,DISPLAY-Remarketing,Paused,INR,469.06,76.81,1.90%
2025-01-20,TOF - Display New Customer,Paused,INR,300.72,17.16,0.96%
2025-01-21,Brand-Search,Eligible,INR,6766.30,36183.44,42.25%
2025-01-21,Pmax_Rings,Paused,INR,2213.49,117.31,1.62%
2025-01-21,Pmax_Earrings,Paused,INR,1494.73,236.36,1.55%
2025-01-21,BOF-YT-ALL PRODUCTS,Removed,INR,585.47,30.23,6.73%
2025-01-21,Pmax_necklaces,Paused,INR,1524.78,172.82,1.37%
2025-01-21,DISPLAY-Remarketing,Paused,INR,483.92,67.60,1.55%
2025-01-21,TOF - Display New Customer,Paused,INR,299.07,19.95,1.10%
2025-01-22,Brand-Search,Eligible,INR,6545.88,34451.99,39.47%
2025-01-22,Pmax_Rings,Paused,INR,1818.05,98.75,1.52%
2025-01-22,Pmax_Earrings,Paused,INR,887.18,191.61,1.53%
2025-01-22,BOF-YT-ALL PRODUCTS,Removed,INR,589.64,29.96,6.60%
2025-01-22,Pmax_necklaces,Paused,INR,1406.40,110.81,1.52%
2025-01-22,DISPLAY-Remarketing,Paused,INR,474.22,75.22,1.36%
2025-01-22,TOF - Display New Customer,Paused,INR,267.40,60.08,1.24%
2025-01-23,Brand-Search,Eligible,INR,1485.04,8437.70,33.52%
2025-01-23,Pmax_Rings,Paused,INR,2388.62,115.34,1.89%
2025-01-23,Pmax_Earrings,Paused,INR,987.64,174.46,1.57%
2025-01-23,BOF-YT-ALL PRODUCTS,Removed,INR,581.71,31.54,5.76%
2025-01-23,Pmax_necklaces,Paused,INR,2252.72,182.73,1.57%
2025-01-23,DISPLAY-Remarketing,Paused,INR,468.43,93.65,1.80%
2025-01-23,TOF - Display New Customer,Paused,INR,314.01,32.39,1.16%
2025-01-24,Brand-Search,Eligible,INR,3728.37,20044.98,26.34%
2025-01-24,Pmax_Rings,Paused,INR,2986.94,127.13,1.92%
2025-01-24,Pmax_Earrings,Paused,INR,970.71,155.12,1.09%
2025-01-24,BOF-YT-ALL PRODUCTS,Removed,INR,576.38,30.05,6.38%
2025-01-24,Pmax_necklaces,Paused,INR,1997.74,142.84,1.69%
2025-01-24,DISPLAY-Remarketing,Paused,INR,548.87,123.73,2.21%
2025-01-24,TOF - Display New Customer,Paused,INR,303.48,19.20,1.23%
2025-01-25,Brand-Search,Eligible,INR,3367.40,20658.88,35.58%
2025-01-25,Pmax_Rings,Paused,INR,2996.58,151.76,1.95%
2025-01-25,Pmax_Earrings,Paused,INR,500.10,84.85,1.24%
2025-01-25,BOF-YT-ALL PRODUCTS,Removed,INR,571.16,31.45,7.89%
2025-01-25,Pmax_necklaces,Paused,INR,1917.30,145.15,1.82%
2025-01-25,DISPLAY-Remarketing,Paused,INR,470.33,124.56,2.52%
2025-01-25,TOF - Display New Customer,Paused,INR,273.43,18.72,1.03%
2025-01-26,Brand-Search,Eligible,INR,1816.97,11285.50,25.47%
2025-01-26,Pmax_Rings,Paused,INR,2590.86,157.83,1.70%
2025-01-26,Pmax_Earrings,Paused,INR,244.92,57.20,1.10%
2025-01-26,BOF-YT-ALL PRODUCTS,Removed,INR,569.74,40.06,7.59%
2025-01-26,Pmax_necklaces,Paused,INR,1819.22,119.78,1.47%
2025-01-26,DISPLAY-Remarketing,Paused,INR,485.59,80.74,2.73%
2025-01-26,TOF - Display New Customer,Paused,INR,242.93,14.20,0.94%
2025-01-27,Brand-Search,Eligible,INR,1689.54,10693.27,31.01%
2025-01-27,Pmax_Rings,Paused,INR,3915.78,204.20,2.01%
2025-01-27,Pmax_Earrings,Paused,INR,614.88,95.60,1.55%
2025-01-27,BOF-YT-ALL PRODUCTS,Removed,INR,561.10,35.28,7.20%
2025-01-27,Pmax_necklaces,Paused,INR,1646.94,151.71,1.65%
2025-01-27,DISPLAY-Remarketing,Paused,INR,450.38,60.58,1.90%
2025-01-27,TOF - Display New Customer,Paused,INR,323.54,21.21,0.98%
2025-01-28,Brand-Search,Eligible,INR,4083.19,22684.38,30.00%
2025-01-28,Pmax_Rings,Paused,INR,3342.26,186.62,1.60%
2025-01-28,Pmax_Earrings,Paused,INR,973.57,150.31,1.56%
2025-01-28,BOF-YT-ALL PRODUCTS,Removed,INR,555.57,43.39,8.68%
2025-01-28,Pmax_necklaces,Paused,INR,2351.96,218.52,1.53%
2025-01-28,DISPLAY-Remarketing,Paused,INR,484.75,63.00,1.66%
2025-01-28,TOF - Display New Customer,Paused,INR,273.30,16.69,0.78%
2025-01-29,Brand-Search,Eligible,INR,3576.86,14903.56,32.08%
2025-01-29,Pmax_Rings,Paused,INR,3079.37,177.28,1.61%
2025-01-29,Pmax_Earrings,Paused,INR,1078.79,175.81,1.32%
2025-01-29,BOF-YT-ALL PRODUCTS,Removed,INR,545.27,39.51,7.14%
2025-01-29,Pmax_necklaces,Paused,INR,1864.96,400.55,1.57%
2025-01-29,DISPLAY-Remarketing,Paused,INR,458.01,126.17,3.22%
2025-01-29,TOF - Display New Customer,Paused,INR,245.57,76.91,1.63%
2025-01-30,Brand-Search,Eligible,INR,7432.48,41991.44,37.29%
2025-01-30,Pmax_Rings,Paused,INR,2378.05,169.02,1.69%
2025-01-30,Pmax_Earrings,Paused,INR,642.09,113.76,1.24%
2025-01-30,BOF-YT-ALL PRODUCTS,Removed,INR,531.73,44.18,7.49%
2025-01-30,Pmax_necklaces,Paused,INR,1878.69,228.41,1.74%
2025-01-30,DISPLAY-Remarketing,Paused,INR,460.79,67.96,2.88%
2025-01-30,TOF - Display New Customer,Paused,INR,225.36,20.26,1.54%
2025-01-31,Brand-Search,Eligible,INR,7023.91,35836.26,34.18%
2025-01-31,Pmax_Rings,Paused,INR,3215.36,171.02,1.63%
2025-01-31,Pmax_Earrings,Paused,INR,983.09,192.01,1.41%
2025-01-31,BOF-YT-ALL PRODUCTS,Removed,INR,507.13,42.76,6.88%
2025-01-31,Pmax_necklaces,Paused,INR,1475.61,246.72,1.64%
2025-01-31,DISPLAY-Remarketing,Paused,INR,403.60,46.66,3.39%
2025-01-31,TOF - Display New Customer,Paused,INR,264.18,14.85,1.05%
2025-02-01,Brand-Search,Eligible,INR,2394.87,15652.77,35.29%
2025-02-01,Pmax_Rings,Paused,INR,3708.29,285.87,1.55%
2025-02-01,Pmax_Earrings,Paused,INR,444.75,103.77,1.24%
2025-02-01,BOF-YT-ALL PRODUCTS,Removed,INR,652.79,37.17,7.85%
2025-02-01,Pmax_necklaces,Paused,INR,2691.13,202.49,1.72%
2025-02-01,DISPLAY-Remarketing,Paused,INR,514.84,83.74,1.89%
2025-02-01,TOF - Display New Customer,Paused,INR,339.67,15.80,0.84%
2025-02-02,Brand-Search,Eligible,INR,7766.61,45685.92,35.29%
2025-02-02,Pmax_Rings,Paused,INR,1535.49,133.25,1.82%
2025-02-02,Pmax_Earrings,Paused,INR,583.56,100.94,1.28%
2025-02-02,BOF-YT-ALL PRODUCTS,Removed,INR,683.21,38.13,7.14%
2025-02-02,Pmax_necklaces,Paused,INR,1515.94,131.50,1.58%
2025-02-02,DISPLAY-Remarketing,Paused,INR,567.00,85.58,2.88%
2025-02-02,TOF - Display New Customer,Paused,INR,339.04,15.71,0.88%
2025-02-03,Brand-Search,Eligible,INR,6552.77,32121.43,32.35%
2025-02-03,Pmax_Rings,Paused,INR,3341.74,225.72,1.45%
2025-02-03,Pmax_Earrings,Paused,INR,1790.69,238.95,1.31%
2025-02-03,BOF-YT-ALL PRODUCTS,Removed,INR,674.80,42.14,7.18%
2025-02-03,Pmax_necklaces,Paused,INR,2656.91,241.56,2.01%
2025-02-03,DISPLAY-Remarketing,Paused,INR,587.27,102.96,2.03%
2025-02-03,TOF - Display New Customer,Paused,INR,341.25,18.57,0.79%
2025-02-04,Brand-Search,Eligible,INR,2489.19,14642.27,34.71%
2025-02-04,Pmax_Rings,Paused,INR,3738.23,179.22,1.35%
2025-02-04,Pmax_Earrings,Paused,INR,965.72,130.36,1.19%
2025-02-04,BOF-YT-ALL PRODUCTS,Removed,INR,685.31,68.68,7.68%
2025-02-04,Pmax_necklaces,Paused,INR,1785.33,167.20,1.77%
2025-02-04,DISPLAY-Remarketing,Paused,INR,528.92,67.32,1.88%
2025-02-04,TOF - Display New Customer,Paused,INR,345.42,20.66,0.81%
2025-02-05,Brand-Search,Eligible,INR,8534.44,40447.60,28.91%
2025-02-05,Pmax_Rings,Paused,INR,8147.65,229.23,0.98%
2025-02-05,Pmax_Earrings,Paused,INR,1186.75,110.62,1.30%
2025-02-05,BOF-YT-ALL PRODUCTS,Removed,INR,679.42,50.89,7.14%
2025-02-05,Pmax_necklaces,Paused,INR,2668.49,147.20,1.18%
2025-02-05,DISPLAY-Remarketing,Paused,INR,544.01,92.17,2.69%
2025-02-05,TOF - Display New Customer,Paused,INR,338.72,19.27,1.00%
2025-02-06,Brand-Search,Eligible,INR,3674.52,18940.84,29.90%
2025-02-06,Pmax_Rings,Paused,INR,8695.05,208.59,1.07%
2025-02-06,Pmax_Earrings,Paused,INR,2045.13,124.05,1.50%
2025-02-06,BOF-YT-ALL PRODUCTS,Removed,INR,676.96,56.20,6.55%
2025-02-06,Pmax_necklaces,Paused,INR,2123.23,148.18,1.22%
2025-02-06,DISPLAY-Remarketing,Paused,INR,522.32,94.52,1.90%
2025-02-06,TOF - Display New Customer,Paused,INR,338.26,15.38,0.96%
2025-02-07,Brand-Search,Eligible,INR,4316.57,21800.87,23.23%
2025-02-07,Pmax_Rings,Paused,INR,9506.77,165.94,0.80%
2025-02-07,Pmax_Earrings,Paused,INR,2450.56,115.61,1.48%
2025-02-07,BOF-YT-ALL PRODUCTS,Removed,INR,674.97,46.68,6.94%
2025-02-07,Pmax_necklaces,Paused,INR,2302.82,153.17,1.10%
2025-02-07,DISPLAY-Remarketing,Paused,INR,544.92,74.89,1.55%
2025-02-07,TOF - Display New Customer,Paused,INR,259.92,15.07,0.91%
2025-02-08,Brand-Search,Eligible,INR,6848.00,22675.51,30.79%
2025-02-08,Pmax_Rings,Paused,INR,5836.08,144.29,1.05%
2025-02-08,Pmax_Earrings,Paused,INR,2721.51,136.30,1.58%
2025-02-08,BOF-YT-ALL PRODUCTS,Removed,INR,675.09,44.20,7.25%
2025-02-08,Pmax_necklaces,Paused,INR,2115.21,114.93,1.17%
2025-02-08,DISPLAY-Remarketing,Paused,INR,576.08,85.43,2.03%
2025-02-08,TOF - Display New Customer,Paused,INR,391.13,16.97,1.02%
2025-02-09,Brand-Search,Eligible,INR,2731.11,12882.59,28.30%
2025-02-09,Pmax_Rings,Paused,INR,6033.88,140.65,0.92%
2025-02-09,Pmax_Earrings,Paused,INR,5234.63,233.07,1.51%
2025-02-09,BOF-YT-ALL PRODUCTS,Removed,INR,671.73,56.62,8.11%
2025-02-09,Pmax_necklaces,Paused,INR,2044.49,102.50,1.13%
2025-02-09,DISPLAY-Remarketing,Paused,INR,535.70,98.35,3.60%
2025-02-09,TOF - Display New Customer,Paused,INR,312.28,23.51,1.53%
2025-02-10,Brand-Search,Eligible,INR,8103.55,31167.51,28.46%
2025-02-10,Pmax_Rings,Paused,INR,5906.06,130.39,0.91%
2025-02-10,Pmax_Earrings,Paused,INR,4651.43,223.79,1.67%
2025-02-10,BOF-YT-ALL PRODUCTS,Removed,INR,671.13,58.34,8.55%
2025-02-10,Pmax_necklaces,Paused,INR,2636.71,170.10,1.26%
2025-02-10,DISPLAY-Remarketing,Paused,INR,542.57,112.54,2.43%
2025-02-10,TOF - Display New Customer,Paused,INR,331.03,15.29,0.97%
2025-02-11,Brand-Search,Eligible,INR,7572.18,32222.05,28.51%
2025-02-11,Pmax_Rings,Paused,INR,5725.06,112.73,0.99%
2025-02-11,Pmax_Earrings,Paused,INR,4888.43,220.86,1.80%
2025-02-11,BOF-YT-ALL PRODUCTS,Removed,INR,668.77,58.58,7.45%
2025-02-11,Pmax_necklaces,Paused,INR,2242.80,99.71,0.95%
2025-02-11,DISPLAY-Remarketing,Paused,INR,560.96,78.31,2.69%
2025-02-11,TOF - Display New Customer,Paused,INR,339.68,20.85,0.83%
2025-02-12,Brand-Search,Eligible,INR,8645.11,33638.58,28.02%
2025-02-12,Pmax_Rings,Paused,INR,5570.50,130.68,1.08%
2025-02-12,Pmax_Earrings,Paused,INR,3219.66,130.51,1.70%
2025-02-12,BOF-YT-ALL PRODUCTS,Removed,INR,667.52,59.22,8.05%
2025-02-12,Pmax_necklaces,Paused,INR,2139.07,95.60,1.09%
2025-02-12,DISPLAY-Remarketing,Paused,INR,546.33,71.68,2.20%
2025-02-12,TOF - Display New Customer,Paused,INR,349.23,19.07,0.74%
2025-02-13,Brand-Search,Eligible,INR,8105.72,32684.33,27.82%
2025-02-13,Pmax_Rings,Paused,INR,5819.97,166.00,0.83%
2025-02-13,Pmax_Earrings,Paused,INR,7101.82,214.26,1.69%
2025-02-13,BOF-YT-ALL PRODUCTS,Removed,INR,660.43,54.00,7.11%
2025-02-13,Pmax_necklaces,Paused,INR,2217.83,171.16,1.26%
2025-02-13,DISPLAY-Remarketing,Paused,INR,597.65,81.36,1.70%
2025-02-13,TOF - Display New Customer,Paused,INR,328.26,17.97,0.78%
2025-02-14,Brand-Search,Eligible,INR,5478.92,22734.12,29.05%
2025-02-14,Pmax_Rings,Paused,INR,3986.29,95.59,0.93%
2025-02-14,Pmax_Earrings,Paused,INR,6052.47,219.11,1.65%
2025-02-14,BOF-YT-ALL PRODUCTS,Removed,INR,662.10,47.77,6.66%
2025-02-14,Pmax_necklaces,Paused,INR,2017.92,132.07,0.98%
2025-02-14,DISPLAY-Remarketing,Paused,INR,572.26,97.87,1.83%
2025-02-14,TOF - Display New Customer,Paused,INR,346.67,20.48,0.98%
2025-02-15,Brand-Search,Eligible,INR,5225.67,27796.10,28.72%
2025-02-15,Pmax_Rings,Paused,INR,6054.85,110.42,0.99%
2025-02-15,Pmax_Earrings,Paused,INR,5318.26,194.23,1.41%
2025-02-15,BOF-YT-ALL PRODUCTS,Removed,INR,665.61,39.59,7.13%
2025-02-15,Pmax_necklaces,Paused,INR,2279.45,120.78,0.93%
2025-02-15,DISPLAY-Remarketing,Paused,INR,535.98,154.77,1.70%
2025-02-15,TOF - Display New Customer,Paused,INR,340.89,22.57,0.74%
2025-02-16,Brand-Search,Eligible,INR,10249.00,53380.19,38.02%
2025-02-16,Pmax_Rings,Paused,INR,5910.54,130.93,0.93%
2025-02-16,Pmax_Earrings,Paused,INR,4711.14,187.65,1.76%
2025-02-16,BOF-YT-ALL PRODUCTS,Removed,INR,655.83,36.60,7.19%
2025-02-16,Pmax_necklaces,Paused,INR,1797.41,96.19,0.96%
2025-02-16,DISPLAY-Remarketing,Paused,INR,563.07,89.66,1.88%
2025-02-16,TOF - Display New Customer,Paused,INR,319.43,17.54,0.91%
2025-02-17,Brand-Search,Eligible,INR,3095.14,13059.64,29.11%
2025-02-17,Pmax_Rings,Paused,INR,5232.15,118.54,0.96%
2025-02-17,Pmax_Earrings,Paused,INR,3926.27,125.57,1.77%
2025-02-17,BOF-YT-ALL PRODUCTS,Removed,INR,654.34,40.86,6.20%
2025-02-17,Pmax_necklaces,Paused,INR,2779.53,140.84,1.10%
2025-02-17,DISPLAY-Remarketing,Paused,INR,575.79,114.52,1.89%
2025-02-17,TOF - Display New Customer,Paused,INR,325.85,18.36,0.78%
2025-02-18,Brand-Search,Eligible,INR,3465.19,14808.49,27.35%
2025-02-18,Pmax_Rings,Paused,INR,5840.24,129.15,0.98%
2025-02-18,Pmax_Earrings,Paused,INR,5475.38,121.83,1.91%
2025-02-18,BOF-YT-ALL PRODUCTS,Removed,INR,654.07,67.42,4.55%
2025-02-18,Pmax_necklaces,Paused,INR,2172.11,139.97,0.94%
2025-02-18,DISPLAY-Remarketing,Paused,INR,507.66,81.68,1.64%
2025-02-18,TOF - Display New Customer,Paused,INR,340.47,16.99,0.83%
2025-02-19,Brand-Search,Eligible,INR,3019.48,13787.59,24.66%
2025-02-19,Pmax_Rings,Paused,INR,4271.68,93.68,1.07%
2025-02-19,Pmax_Earrings,Paused,INR,6762.81,127.81,2.09%
2025-02-19,BOF-YT-ALL PRODUCTS,Removed,INR,647.26,45.74,4.66%
2025-02-19,Pmax_necklaces,Paused,INR,2072.88,135.95,0.81%
2025-02-19,DISPLAY-Remarketing,Paused,INR,537.40,101.43,1.70%
2025-02-19,TOF - Display New Customer,Paused,INR,317.76,30.09,0.89%
2025-02-20,Brand-Search,Eligible,INR,4775.38,23758.12,31.84%
2025-02-20,Pmax_Rings,Paused,INR,6112.87,100.02,1.14%
2025-02-20,Pmax_Earrings,Paused,INR,4750.94,81.10,1.83%
2025-02-20,BOF-YT-ALL PRODUCTS,Removed,INR,645.25,45.26,6.33%
2025-02-20,Pmax_necklaces,Paused,INR,2228.96,135.36,1.07%
2025-02-20,DISPLAY-Remarketing,Paused,INR,533.56,104.21,1.35%
2025-02-20,TOF - Display New Customer,Paused,INR,301.26,15.52,0.95%
2025-02-21,Brand-Search,Eligible,INR,3268.63,17861.37,29.51%
2025-02-21,Pmax_Rings,Paused,INR,5496.04,131.07,0.96%
2025-02-21,Pmax_Earrings,Paused,INR,4807.80,83.07,1.90%
2025-02-21,BOF-YT-ALL PRODUCTS,Removed,INR,640.97,40.48,4.82%
2025-02-21,Pmax_necklaces,Paused,INR,2057.38,140.87,1.02%
2025-02-21,DISPLAY-Remarketing,Paused,INR,510.25,107.90,1.80%
2025-02-21,TOF - Display New Customer,Paused,INR,335.32,25.42,0.99%
2025-02-22,Brand-Search,Eligible,INR,6510.79,32717.54,31.16%
2025-02-22,Pmax_Rings,Paused,INR,4676.03,91.99,1.08%
2025-02-22,Pmax_Earrings,Paused,INR,4060.61,109.63,1.86%
2025-02-22,BOF-YT-ALL PRODUCTS,Removed,INR,637.82,35.12,4.84%
2025-02-22,Pmax_necklaces,Paused,INR,2186.15,120.64,1.02%
2025-02-22,DISPLAY-Remarketing,Paused,INR,529.27,115.49,2.16%
2025-02-22,TOF - Display New Customer,Paused,INR,317.15,18.62,0.90%
2025-02-23,Brand-Search,Eligible,INR,7269.77,33970.88,30.84%
2025-02-23,Pmax_Rings,Paused,INR,5150.97,118.80,1.12%
2025-02-23,Pmax_Earrings,Paused,INR,3793.81,116.22,1.77%
2025-02-23,BOF-YT-ALL PRODUCTS,Removed,INR,637.69,30.09,4.40%
2025-02-23,Pmax_necklaces,Paused,INR,2281.54,140.20,0.89%
2025-02-23,DISPLAY-Remarketing,Paused,INR,547.85,235.74,1.98%
2025-02-23,TOF - Display New Customer,Paused,INR,323.74,29.01,0.81%
2025-02-24,Brand-Search,Eligible,INR,3221.67,14778.29,28.44%
2025-02-24,Pmax_Rings,Paused,INR,6051.05,126.84,0.89%
2025-02-24,Pmax_Earrings,Paused,INR,5140.76,117.91,1.48%
2025-02-24,BOF-YT-ALL PRODUCTS,Removed,INR,617.74,32.26,3.99%
2025-02-24,Pmax_necklaces,Paused,INR,2124.69,121.24,0.96%
2025-02-24,DISPLAY-Remarketing,Paused,INR,573.46,107.88,1.28%
2025-02-24,TOF - Display New Customer,Paused,INR,306.00,17.46,0.86%
2025-02-25,Brand-Search,Eligible,INR,4543.08,24557.17,30.81%
2025-02-25,Pmax_Rings,Paused,INR,5626.12,136.98,0.95%
2025-02-25,Pmax_Earrings,Paused,INR,5522.18,148.31,1.61%
2025-02-25,BOF-YT-ALL PRODUCTS,Removed,INR,614.77,29.03,4.85%
2025-02-25,Pmax_necklaces,Paused,INR,1734.98,120.02,1.00%
2025-02-25,DISPLAY-Remarketing,Paused,INR,523.13,95.69,1.88%
2025-02-25,TOF - Display New Customer,Paused,INR,294.69,16.57,0.76%
2025-02-26,Brand-Search,Eligible,INR,5125.98,26837.59,29.84%
2025-02-26,Pmax_Rings,Paused,INR,4833.70,111.21,0.72%
2025-02-26,Pmax_Earrings,Paused,INR,3768.07,118.88,1.46%
2025-02-26,BOF-YT-ALL PRODUCTS,Removed,INR,607.69,34.36,4.24%
2025-02-26,Pmax_necklaces,Paused,INR,1990.27,126.75,0.77%
2025-02-26,DISPLAY-Remarketing,Paused,INR,496.25,77.66,1.66%
2025-02-26,TOF - Display New Customer,Paused,INR,349.91,31.55,0.88%
2025-02-27,Brand-Search,Eligible,INR,8650.46,41789.69,24.15%
2025-02-27,Pmax_Rings,Paused,INR,3501.17,88.06,0.97%
2025-02-27,Pmax_Earrings,Paused,INR,3336.24,104.44,1.41%
2025-02-27,BOF-YT-ALL PRODUCTS,Removed,INR,592.58,34.53,4.95%
2025-02-27,Pmax_necklaces,Paused,INR,1526.68,92.67,0.82%
